id,edad_avl,edad_btree,nombre_completo,ciudad,profesion,telefono,email,salario,fecha_nacimiento,codigo_postal,puntuacion,estado_civil,nivel_educacion
OIXHI,76,76,Rosa Romero,Zaragoza,Abogado,697380499,rosa.romero@gmail.com,48281,1967-08-16,57223,8.03,Viudo,Posgrado
4EZFU,37,35,José Gil,Oviedo,Abogado,669129728,josé.gil@empresa.com,55098,2000-07-24,85652,6.2,Divorciado,Posgrado
L9BM5,36,34,Lucía Fernández,Gijón,Ingeniero,636852964,lucía.fernández@outlook.com,58802,1955-03-27,32426,1.24,Soltero,Primaria
5YSB9,52,50,Ana Díaz,Valladolid,Arquitecto,691331692,ana.díaz@gmail.com,46189,1957-02-24,74537,6.8,Divorciado,Universidad
TN432,64,64,María Morales,Hospitalet,Conductor,670944102,maría.morales@yahoo.es,42387,1983-07-30,52103,2.82,Soltero,Posgrado
Y97F9,71,69,Laura Sánchez,Granada,Contador,699535164,laura.sánchez@hotmail.com,54251,1997-12-22,31996,8.19,Viudo,Primaria
BPX5S,58,57,Pilar Ramírez,Vitoria,Chef,693688731,pilar.ramírez@hotmail.com,45381,2003-01-04,11596,3.82,Casado,Universidad
0386F,32,33,Lucía Fernández,Barcelona,Psicólogo,690221952,lucía.fernández@hotmail.com,46167,1989-08-27,28520,2.18,Casado,Posgrado
WKJPJ,31,33,Francisco Álvarez,Córdoba,Enfermero,614383645,francisco.álvarez@yahoo.es,47938,1975-04-25,22830,1.98,Viudo,Universidad
2WRIH,61,62,Pedro Moreno,Zaragoza,Vendedor,612109966,pedro.moreno@yahoo.es,50612,1999-06-17,64661,7.74,Viudo,Secundaria
YHKNT,43,42,Pedro Morales,Granada,Artista,633322641,pedro.morales@empresa.com,48633,1975-09-03,81706,4.16,Viudo,Universidad
2JWEL,76,75,José López,Cartagena,Músico,661970375,josé.lópez@yahoo.es,48179,1966-09-18,66104,1.59,Soltero,Universidad
GSXHM,26,26,Mercedes Ramírez,Palma,Chef,664489193,mercedes.ramírez@outlook.com,46153,1962-10-10,20974,3.55,Viudo,Secundaria
C64GK,76,78,Elena Delgado,Valencia,Chef,677054131,elena.delgado@empresa.com,47957,1974-09-06,96312,7.58,Soltero,Primaria
T9S0R,24,23,Manuel Torres,Palma,Psicólogo,612997210,manuel.torres@empresa.com,22475,1995-11-18,81323,4.52,Viudo,Secundaria
L9XV9,54,53,Teresa Romero,Gijón,Profesor,641012720,teresa.romero@hotmail.com,52026,1984-05-10,88568,5.19,Viudo,Secundaria
DA1MO,31,30,José Blanco,Alicante,Programador,655656896,josé.blanco@gmail.com,47001,1965-11-13,87637,1.12,Casado,Universidad
ALL4J,35,34,Miguel Domínguez,Oviedo,Contador,619387552,miguel.domínguez@empresa.com,47929,1985-07-09,23528,9.14,Viudo,Posgrado
NFPW0,61,63,Josefa Álvarez,Sevilla,Mecánico,668193827,josefa.álvarez@empresa.com,35881,1964-10-31,68188,7.37,Viudo,Universidad
RDVF2,69,68,Vicente Serrano,Gijón,Enfermero,664408210,vicente.serrano@empresa.com,41280,1975-09-14,94285,5.5,Soltero,Posgrado
NYSJ2,41,40,Miguel Jiménez,Barcelona,Dentista,666551394,miguel.jiménez@outlook.com,54862,1998-10-17,31084,9.25,Divorciado,Universidad
ZQDOY,72,74,Elena Pérez,Coruña,Deportista,610758344,elena.pérez@yahoo.es,43385,1963-04-05,88363,3.82,Soltero,Primaria
ZXM1S,76,74,Concepción Domínguez,Hospitalet,Ingeniero,690959743,concepción.domínguez@hotmail.com,40364,1967-04-25,37224,6.5,Viudo,Posgrado
VHOP4,77,79,Elena Álvarez,Granada,Abogado,637978610,elena.álvarez@outlook.com,37473,1968-04-20,52882,3.59,Viudo,Secundaria
3GGNV,61,61,Pilar Suárez,Hospitalet,Profesor,613825647,pilar.suárez@outlook.com,42172,1966-04-07,29465,1.78,Viudo,Primaria
4W42A,42,41,Jorge Alonso,Vigo,Farmacéutico,666233686,jorge.alonso@gmail.com,48800,1969-06-22,94404,6.1,Soltero,Posgrado
A1U8G,38,39,Pedro Vázquez,Barcelona,Médico,650093243,pedro.vázquez@gmail.com,48537,1978-02-07,78156,2.19,Viudo,Secundaria
CC0UY,35,34,Jesús Martín,Alicante,Programador,658499305,jesús.martín@outlook.com,46595,1964-01-14,45456,7.47,Soltero,Primaria
3T243,58,57,José Alonso,Córdoba,Farmacéutico,689434825,josé.alonso@hotmail.com,43659,1991-06-17,42719,5.06,Soltero,Universidad
7KZ7B,43,43,Jorge López,Murcia,Farmacéutico,618338859,jorge.lópez@hotmail.com,49765,1976-09-04,48520,1.68,Casado,Secundaria
7ONHC,38,39,Esperanza Hernández,Valladolid,Profesor,670104342,esperanza.hernández@hotmail.com,51208,1965-03-12,10804,1.2,Divorciado,Secundaria
EP3SA,40,40,David Pérez,Valencia,Conductor,685295749,david.pérez@gmail.com,53244,1956-08-23,35447,1.53,Divorciado,Secundaria
CMV5D,70,69,Vicente Martín,Barcelona,Dentista,620431810,vicente.martín@hotmail.com,37468,1976-03-23,26062,2.21,Soltero,Universidad
ZMV4Q,64,64,Luis Gil,Elche,Psicólogo,685940781,luis.gil@hotmail.com,47883,2004-09-16,67439,1.54,Casado,Primaria
K2WWT,18,19,Pedro Ruiz,Sabadell,Conductor,670935330,pedro.ruiz@hotmail.com,31179,1983-12-27,58067,9.02,Divorciado,Primaria
UGB9F,45,43,Jesús Díaz,Palma,Electricista,672724357,jesús.díaz@yahoo.es,53494,1978-11-07,17730,7.29,Divorciado,Universidad
J0E1S,27,26,Concepción Ruiz,Terrassa,Plomero,622034839,concepción.ruiz@yahoo.es,43934,1953-12-08,42694,9.01,Viudo,Posgrado
GEW6C,39,38,Jesús Torres,Granada,Vendedor,619414753,jesús.torres@yahoo.es,40635,1990-01-29,73151,7.41,Viudo,Secundaria
ZURKQ,23,24,Concepción Molina,Palma,Vendedor,639367196,concepción.molina@hotmail.com,39491,1955-06-11,28468,7.33,Casado,Secundaria
Q04BK,54,55,Francisca Álvarez,Coruña,Electricista,639787180,francisca.álvarez@outlook.com,35558,1953-01-14,72603,7.89,Divorciado,Primaria
WNRFV,47,48,Isabel Morales,Hospitalet,Vendedor,689840046,isabel.morales@hotmail.com,46754,1974-12-05,47046,2.04,Divorciado,Secundaria
9TXJA,24,25,Jesús Delgado,Jerez,Mecánico,697617241,jesús.delgado@empresa.com,27267,1967-10-23,87527,1.32,Divorciado,Universidad
CRL39,26,25,Esperanza Serrano,Valencia,Músico,699222379,esperanza.serrano@outlook.com,30621,1999-03-25,15355,8.83,Casado,Primaria
DY7TQ,67,66,Teresa Díaz,Sabadell,Farmacéutico,690224475,teresa.díaz@hotmail.com,48188,1974-11-12,58149,8.42,Divorciado,Secundaria
N9TQ8,79,78,Miguel Ruiz,Málaga,Artista,650218362,miguel.ruiz@hotmail.com,50566,1957-08-22,60878,5.11,Casado,Primaria
TFTW0,43,43,Isabel Ruiz,Valladolid,Diseñador,621021419,isabel.ruiz@outlook.com,45026,1973-06-09,79876,9.16,Casado,Posgrado
Q9643,71,73,Josefa Suárez,Terrassa,Plomero,695388211,josefa.suárez@outlook.com,47758,1987-09-14,12512,1.36,Soltero,Primaria
5R0G0,78,80,Ángel Delgado,Córdoba,Psicólogo,691252356,ángel.delgado@empresa.com,44631,1975-07-03,73155,8.37,Viudo,Primaria
HEDYA,40,42,Isabel Serrano,Elche,Vendedor,635384450,isabel.serrano@hotmail.com,45358,1991-09-06,97948,3.08,Casado,Universidad
BHEYA,45,45,Ángel Álvarez,Elche,Artista,637549948,ángel.álvarez@empresa.com,51269,2003-11-28,75731,2.73,Casado,Secundaria
JH0NL,77,76,Lucía Romero,Madrid,Deportista,646932892,lucía.romero@yahoo.es,48303,1990-06-20,97848,9.9,Soltero,Posgrado
OZRZF,32,32,Luis Vázquez,Alicante,Contador,692511210,luis.vázquez@empresa.com,48887,1998-11-22,38548,4.51,Casado,Primaria
AC9EN,73,74,Ángeles Gutiérrez,Málaga,Electricista,696325893,ángeles.gutiérrez@yahoo.es,35351,1998-06-06,63447,1.29,Soltero,Posgrado
ISRNJ,41,39,Antonia López,Córdoba,Chef,672497510,antonia.lópez@gmail.com,53057,1989-12-29,32573,9.28,Casado,Secundaria
6IIRT,53,55,José Domínguez,Vitoria,Enfermero,668149379,josé.domínguez@empresa.com,37425,1997-06-19,25855,2.51,Viudo,Universidad
I5W6W,55,57,Dolores Martínez,Córdoba,Médico,651490962,dolores.martínez@hotmail.com,43536,1952-02-19,59588,4.99,Soltero,Secundaria
T5B30,31,30,Daniel Gutiérrez,Hospitalet,Médico,652787468,daniel.gutiérrez@empresa.com,46254,1957-09-23,61711,1.84,Soltero,Primaria
RCYAK,52,51,Daniel García,Córdoba,Plomero,669534912,daniel.garcía@empresa.com,43114,1976-07-25,17585,2.87,Casado,Secundaria
XRDJ9,33,33,Luis Torres,Murcia,Chef,616489390,luis.torres@yahoo.es,40472,1997-10-29,30194,5.61,Casado,Universidad
59YXX,74,73,Lucía Fernández,Gijón,Periodista,696767204,lucía.fernández@gmail.com,53008,1951-06-12,78402,8.53,Casado,Secundaria
P3ONT,67,67,Manuel Martín,Elche,Médico,679804365,manuel.martín@hotmail.com,48604,1965-01-26,21068,1.02,Viudo,Posgrado
U7RU6,64,65,Daniel Sánchez,Alicante,Periodista,613291855,daniel.sánchez@outlook.com,35908,1990-04-04,55523,1.15,Casado,Primaria
XIPNO,46,45,Antonia Álvarez,Oviedo,Dentista,616839312,antonia.álvarez@gmail.com,43599,1960-12-25,96923,3.61,Viudo,Secundaria
ORD8R,49,48,Concepción Navarro,Córdoba,Conductor,670323545,concepción.navarro@gmail.com,57604,1995-06-23,65239,5.64,Viudo,Posgrado
6XC36,51,50,Antonio Muñoz,Coruña,Secretario,699999788,antonio.muñoz@hotmail.com,43398,1977-10-13,94469,2.54,Casado,Secundaria
KARPR,59,61,Ángeles Serrano,Elche,Electricista,637494568,ángeles.serrano@yahoo.es,50540,2002-03-19,26589,7.67,Soltero,Primaria
EJ8VU,68,66,Rosa Fernández,Alicante,Diseñador,650878682,rosa.fernández@hotmail.com,48056,2005-09-24,67633,7.5,Viudo,Universidad
EM66Z,63,65,Luis Gómez,Cartagena,Mecánico,645108549,luis.gómez@empresa.com,48903,1994-06-17,88991,7.25,Viudo,Primaria
5YORR,74,74,Manuel Martínez,Coruña,Artista,668708760,manuel.martínez@gmail.com,38362,1956-02-09,94983,6.69,Divorciado,Universidad
IRF8X,38,38,Ramón Suárez,Sevilla,Enfermero,674452386,ramón.suárez@hotmail.com,45153,1950-12-18,77192,3.38,Casado,Posgrado
SK8GK,27,29,Jesús Domínguez,Palma,Periodista,689095593,jesús.domínguez@gmail.com,38560,1969-06-17,34976,4.41,Divorciado,Secundaria
8LFTU,27,26,Antonio Díaz,Córdoba,Conductor,646343859,antonio.díaz@yahoo.es,37993,1969-04-05,23934,5.59,Viudo,Posgrado
90OIU,60,62,Miguel Alonso,Vitoria,Ingeniero,629416808,miguel.alonso@outlook.com,49291,1956-12-20,14232,7.06,Casado,Primaria
3N96F,79,81,Ramón Romero,Cartagena,Mecánico,667837989,ramón.romero@outlook.com,49934,1976-06-07,89539,7.42,Divorciado,Posgrado
PH0TU,68,66,Antonio Fernández,Valencia,Plomero,622839474,antonio.fernández@yahoo.es,45115,1963-12-16,44458,6.92,Casado,Posgrado
CWV4S,37,35,Pilar Martínez,Córdoba,Médico,637952388,pilar.martínez@empresa.com,59764,1990-06-17,25790,8.96,Divorciado,Universidad
7PNJ3,72,74,Josefa Alonso,Málaga,Profesor,639308535,josefa.alonso@yahoo.es,39174,1965-10-17,20459,2.47,Divorciado,Secundaria
VSHKG,46,44,Fernando Suárez,Sevilla,Enfermero,666716246,fernando.suárez@empresa.com,49289,1959-10-09,44606,8.98,Divorciado,Universidad
BL6WV,37,39,Pilar Fernández,Valladolid,Periodista,680178754,pilar.fernández@yahoo.es,55256,1999-01-10,34854,4.35,Casado,Posgrado
O5K2Z,18,16,Ana Domínguez,Elche,Veterinario,659402536,ana.domínguez@yahoo.es,27719,1984-01-13,59296,6.09,Viudo,Universidad
Q6MHD,54,56,Teresa Navarro,Sevilla,Abogado,674076006,teresa.navarro@empresa.com,42350,1988-06-19,57252,9.14,Soltero,Posgrado
57GWC,44,42,Daniel Muñoz,Bilbao,Conductor,681177380,daniel.muñoz@hotmail.com,52222,1982-12-26,79368,3.08,Divorciado,Primaria
AIK4X,45,46,Elena Torres,Sabadell,Deportista,647722193,elena.torres@yahoo.es,49839,1984-02-02,78220,9.03,Viudo,Primaria
9FG6U,75,75,Lucía López,Bilbao,Arquitecto,646811781,lucía.lópez@empresa.com,37139,2003-11-09,74502,1.98,Casado,Universidad
BVAU6,36,35,Rafael Gómez,Bilbao,Deportista,661526182,rafael.gómez@yahoo.es,54723,1982-03-28,82566,5.0,Viudo,Secundaria
10PDR,29,31,Dolores Suárez,Madrid,Médico,675370990,dolores.suárez@gmail.com,44459,1999-06-09,14688,7.61,Viudo,Posgrado
XYGYH,31,30,Daniel Delgado,Cartagena,Conductor,688638424,daniel.delgado@gmail.com,32860,1953-06-04,60639,2.4,Viudo,Primaria
EG1AM,62,61,Josefa Fernández,Jerez,Ingeniero,639079593,josefa.fernández@outlook.com,42475,1965-09-07,94079,2.11,Casado,Primaria
T43LX,78,76,Antonio Pérez,Madrid,Periodista,610406058,antonio.pérez@empresa.com,53091,2004-01-18,28414,7.34,Viudo,Primaria
TPPAF,72,74,Francisca Domínguez,Elche,Vendedor,664051013,francisca.domínguez@hotmail.com,35854,1980-08-21,24672,6.13,Soltero,Posgrado
FMG30,43,45,Luis Navarro,Coruña,Artista,671579016,luis.navarro@empresa.com,59833,1972-11-19,81207,9.02,Soltero,Secundaria
MALPT,32,31,Isabel Martín,Granada,Veterinario,663442582,isabel.martín@empresa.com,48244,1993-06-06,52964,1.64,Divorciado,Secundaria
R9L7C,51,49,Daniel Navarro,Hospitalet,Veterinario,688791146,daniel.navarro@hotmail.com,49487,1987-11-17,18346,8.96,Casado,Posgrado
O3SY4,22,22,Rafael Molina,Coruña,Ingeniero,665902011,rafael.molina@outlook.com,28786,1967-03-24,51259,9.71,Casado,Secundaria
0FUKO,67,68,Luis García,Terrassa,Vendedor,631001912,luis.garcía@gmail.com,47268,1975-04-17,58123,6.42,Viudo,Secundaria
R2YAO,79,81,Manuel Torres,Coruña,Ingeniero,632053971,manuel.torres@empresa.com,51504,1987-10-26,53067,6.31,Casado,Secundaria
SU7EW,58,57,Francisca González,Barcelona,Farmacéutico,654019576,francisca.gonzález@empresa.com,45419,1983-09-08,20007,7.52,Divorciado,Secundaria
J6C0M,57,58,Carmen Alonso,Oviedo,Programador,661549945,carmen.alonso@hotmail.com,47266,2000-09-19,65511,3.82,Casado,Secundaria
YFN92,20,21,Ángel Ramos,Oviedo,Contador,682261648,ángel.ramos@gmail.com,31774,1969-04-21,75521,4.26,Divorciado,Universidad
HPEXW,49,49,Rosa García,Granada,Plomero,642076306,rosa.garcía@empresa.com,43918,1967-05-29,90689,4.73,Divorciado,Universidad
CTWB4,50,49,Ramón Vázquez,Córdoba,Deportista,620840135,ramón.vázquez@empresa.com,43260,1995-02-21,20388,3.14,Divorciado,Primaria
1EMVB,49,48,Mercedes García,Murcia,Arquitecto,620417588,mercedes.garcía@hotmail.com,42126,1962-03-21,12450,5.14,Soltero,Secundaria
4TGHU,22,21,Laura Martínez,Córdoba,Periodista,696570554,laura.martínez@yahoo.es,22204,1959-02-04,31994,2.59,Casado,Universidad
X3N94,79,81,David Delgado,Alicante,Veterinario,662427863,david.delgado@hotmail.com,35565,1966-09-30,30388,7.46,Soltero,Posgrado
A4HST,22,21,Teresa Morales,Zaragoza,Conductor,692238599,teresa.morales@outlook.com,24572,1980-02-09,28772,8.72,Casado,Primaria
FUG4V,25,25,Jesús Muñoz,Murcia,Psicólogo,618949969,jesús.muñoz@gmail.com,34349,2004-03-09,13526,5.88,Soltero,Primaria
S1RUO,28,29,Carmen Molina,Málaga,Veterinario,634159888,carmen.molina@hotmail.com,34424,1995-06-25,77768,2.87,Casado,Universidad
NHVAZ,27,27,Ana Pérez,Vitoria,Psicólogo,663876018,ana.pérez@yahoo.es,46704,1996-01-10,22148,3.86,Viudo,Universidad
3VZBE,78,80,Francisco Gil,Valladolid,Secretario,687930415,francisco.gil@gmail.com,40455,2001-10-03,25623,7.85,Casado,Universidad
PL7H1,70,69,Francisca Martín,Málaga,Secretario,643641466,francisca.martín@outlook.com,46178,1977-03-24,43285,2.14,Divorciado,Primaria
J82VR,59,59,David Gómez,Elche,Veterinario,623650717,david.gómez@yahoo.es,53872,1978-10-22,40314,6.05,Viudo,Posgrado
HDVPD,52,54,Ángel Fernández,Vitoria,Abogado,656695472,ángel.fernández@outlook.com,49362,1986-05-03,93783,1.47,Viudo,Primaria
CG66Y,68,66,Elena Alonso,Hospitalet,Veterinario,669212302,elena.alonso@yahoo.es,35046,2004-09-28,61394,7.38,Casado,Universidad
3N556,60,61,Esperanza Hernández,Hospitalet,Secretario,646265180,esperanza.hernández@empresa.com,39056,1982-06-09,38567,1.49,Soltero,Posgrado
Z8C8B,67,65,Luis Ramos,Elche,Veterinario,661001508,luis.ramos@hotmail.com,35726,1999-02-28,96386,1.61,Viudo,Primaria
7CFYY,67,67,Dolores Martínez,Vigo,Mecánico,623137066,dolores.martínez@empresa.com,35085,1988-12-21,25519,3.62,Divorciado,Posgrado
97VV9,78,80,Rosa Molina,Bilbao,Electricista,669140959,rosa.molina@outlook.com,43078,1966-04-30,40950,4.05,Casado,Secundaria
SZMOR,62,61,Carlos Ramos,Barcelona,Artista,667690574,carlos.ramos@gmail.com,43813,1981-02-06,32406,2.63,Soltero,Secundaria
DPIHA,72,72,Laura Serrano,Cartagena,Chef,674754574,laura.serrano@outlook.com,50604,2000-07-11,39614,1.54,Casado,Primaria
0B5BX,29,27,Rafael Navarro,Gijón,Abogado,615457103,rafael.navarro@empresa.com,37379,1974-01-04,77238,2.19,Casado,Posgrado
8AV17,66,66,Vicente Ortega,Córdoba,Dentista,691923026,vicente.ortega@empresa.com,39782,1992-01-12,55072,5.72,Divorciado,Secundaria
5ICPX,56,54,Francisco Martínez,Barcelona,Artista,614467692,francisco.martínez@yahoo.es,46588,1979-09-27,80177,4.95,Viudo,Secundaria
0KQ1Y,51,49,Antonio Blanco,Cartagena,Dentista,672193187,antonio.blanco@hotmail.com,40279,2000-06-23,95291,6.46,Casado,Posgrado
SJCR8,25,23,Francisco Ruiz,Madrid,Periodista,639578689,francisco.ruiz@empresa.com,40937,1958-02-03,62031,2.71,Soltero,Posgrado
L5S38,74,74,David Serrano,Murcia,Médico,635580895,david.serrano@empresa.com,47409,1963-06-17,38765,7.57,Divorciado,Posgrado
Z2UNX,62,61,Francisca Martín,Coruña,Médico,687459904,francisca.martín@hotmail.com,41981,1952-09-16,68447,4.05,Casado,Primaria
5XTGO,78,77,Teresa Ortega,Hospitalet,Vendedor,682435016,teresa.ortega@yahoo.es,40287,1993-11-06,73773,4.41,Casado,Secundaria
9FWRE,66,68,José Jiménez,Oviedo,Dentista,631914252,josé.jiménez@empresa.com,43949,1955-12-21,23349,3.19,Casado,Universidad
YHW0I,36,36,Esperanza Muñoz,Málaga,Psicólogo,625552365,esperanza.muñoz@gmail.com,53519,1977-05-08,61670,2.77,Divorciado,Universidad
0E3JZ,19,19,Daniel Muñoz,Murcia,Profesor,627122169,daniel.muñoz@outlook.com,39338,1974-08-28,82010,6.0,Soltero,Posgrado
AEAE0,48,50,Luis Romero,Oviedo,Programador,681626750,luis.romero@empresa.com,45331,2002-05-24,32198,8.88,Soltero,Primaria
77IXK,33,31,Laura Fernández,Cartagena,Programador,638611483,laura.fernández@outlook.com,35965,1985-11-24,20190,4.67,Divorciado,Secundaria
MJRPA,38,40,Francisco García,Vigo,Vendedor,623575542,francisco.garcía@outlook.com,56962,1973-12-22,22557,1.49,Viudo,Primaria
27XC7,72,70,Jesús Álvarez,Sabadell,Enfermero,620534771,jesús.álvarez@yahoo.es,42917,1976-10-29,88292,3.14,Casado,Secundaria
G2BFU,75,75,Ramón Ramos,Oviedo,Ingeniero,681361356,ramón.ramos@outlook.com,41125,1981-07-17,47239,5.81,Divorciado,Universidad
5BGO6,76,78,Carlos López,Zaragoza,Contador,675828050,carlos.lópez@yahoo.es,52066,1950-04-27,30037,1.68,Divorciado,Universidad
3JD3E,26,24,Pilar Sánchez,Vigo,Psicólogo,661531943,pilar.sánchez@yahoo.es,46525,2003-03-06,48438,3.35,Casado,Universidad
IIHEZ,32,30,Manuel Gil,Gijón,Artista,653677579,manuel.gil@empresa.com,41389,1963-01-07,51581,1.37,Casado,Secundaria
6RV42,56,55,Daniel Martín,Barcelona,Arquitecto,617806418,daniel.martín@outlook.com,45321,2002-05-07,85897,4.53,Viudo,Posgrado
PGRDS,31,29,Josefa Pérez,Alicante,Deportista,655671902,josefa.pérez@outlook.com,32311,1991-10-13,37985,3.56,Divorciado,Posgrado
OPPOD,41,42,Francisco Ramos,Vitoria,Contador,677761397,francisco.ramos@gmail.com,55139,1988-07-17,10280,5.54,Soltero,Posgrado
RA2FN,79,77,Fernando Gil,Terrassa,Abogado,643764019,fernando.gil@outlook.com,47826,1954-04-11,57332,6.3,Divorciado,Secundaria
KY8KV,40,41,Fernando Álvarez,Zaragoza,Plomero,613614420,fernando.álvarez@hotmail.com,56838,1997-02-24,62778,8.16,Soltero,Posgrado
J43KT,48,46,José Domínguez,Córdoba,Médico,684776657,josé.domínguez@yahoo.es,55184,1978-08-29,22826,8.12,Soltero,Secundaria
3XFLD,19,18,Luis Molina,Murcia,Artista,653047960,luis.molina@outlook.com,27819,1978-05-02,33633,6.41,Divorciado,Universidad
UA0G6,41,43,Carlos López,Gijón,Chef,685905308,carlos.lópez@hotmail.com,50555,1969-07-14,27622,1.42,Soltero,Secundaria
ISHYS,20,21,Josefa García,Madrid,Mecánico,671944093,josefa.garcía@gmail.com,23635,1992-04-22,83283,3.74,Divorciado,Posgrado
I6U9A,60,60,Miguel Martín,Coruña,Enfermero,662206902,miguel.martín@outlook.com,36911,1983-02-02,61908,8.79,Soltero,Universidad
CT3BT,80,82,Antonio Suárez,Sabadell,Abogado,642354983,antonio.suárez@empresa.com,38593,1971-07-24,23234,3.91,Casado,Secundaria
NQ103,72,73,Laura Domínguez,Málaga,Vendedor,698371916,laura.domínguez@outlook.com,54555,1978-11-21,20872,3.21,Casado,Primaria
X1PXI,76,77,Concepción Moreno,Vigo,Dentista,612566168,concepción.moreno@empresa.com,35916,1962-10-30,61299,1.52,Divorciado,Universidad
C4L4L,54,56,Pilar Gómez,Valladolid,Electricista,653275115,pilar.gómez@gmail.com,40294,1973-07-11,49169,7.29,Casado,Posgrado
XO8BJ,28,26,Francisca Serrano,Oviedo,Enfermero,690475556,francisca.serrano@empresa.com,49910,1958-01-21,69766,3.98,Casado,Posgrado
C9LDF,26,25,Josefa Gómez,Barcelona,Ingeniero,622728823,josefa.gómez@gmail.com,39126,1975-11-19,54662,1.25,Soltero,Universidad
9PQWT,24,23,Laura Gil,Cartagena,Artista,638149453,laura.gil@gmail.com,36960,1985-05-18,54919,8.76,Casado,Posgrado
D4YEG,59,60,Laura Hernández,Murcia,Deportista,614428416,laura.hernández@gmail.com,37957,1998-06-18,48819,7.87,Viudo,Secundaria
5YUDF,23,21,Ramón Jiménez,Zaragoza,Vendedor,623314910,ramón.jiménez@hotmail.com,20215,1995-12-30,27130,9.41,Viudo,Secundaria
TR5GL,26,27,Pedro Molina,Barcelona,Enfermero,611919191,pedro.molina@hotmail.com,33670,1981-06-12,14753,7.21,Divorciado,Secundaria
CALWQ,78,76,Daniel Delgado,Sabadell,Médico,647562404,daniel.delgado@empresa.com,54530,1998-01-04,61590,8.64,Casado,Secundaria
1AO20,23,24,Elena Ramos,Gijón,Secretario,687974769,elena.ramos@outlook.com,21264,1987-08-13,32753,2.44,Soltero,Secundaria
JQ3W8,76,78,Pilar García,Oviedo,Ingeniero,611766465,pilar.garcía@empresa.com,42214,1978-02-10,98676,3.41,Casado,Primaria
FBUUX,24,24,Jesús Ruiz,Palma,Plomero,615693902,jesús.ruiz@yahoo.es,29933,1951-05-03,63759,1.71,Soltero,Posgrado
YX1EJ,54,53,Daniel Suárez,Granada,Enfermero,641244956,daniel.suárez@outlook.com,44689,1956-01-08,45659,5.28,Viudo,Universidad
05G3J,39,38,Josefa Ruiz,Cartagena,Vendedor,637036510,josefa.ruiz@hotmail.com,58950,1969-08-11,42875,7.83,Divorciado,Secundaria
I1MT3,61,62,María Martín,Jerez,Músico,621234776,maría.martín@empresa.com,47081,1983-10-01,87567,6.38,Divorciado,Posgrado
84OCW,58,60,Antonia Sánchez,Málaga,Artista,658919429,antonia.sánchez@empresa.com,52648,1994-06-09,87142,7.04,Casado,Secundaria
HSJ31,31,30,Ángeles García,Zaragoza,Artista,610549404,ángeles.garcía@yahoo.es,39343,1993-07-09,54212,3.05,Soltero,Secundaria
FXB0A,32,30,Mercedes Muñoz,Coruña,Deportista,633251391,mercedes.muñoz@hotmail.com,44184,1994-07-24,30193,1.02,Divorciado,Primaria
31SUW,51,52,Vicente Torres,Murcia,Contador,679669792,vicente.torres@empresa.com,47587,1974-05-27,80256,8.84,Soltero,Posgrado
J10KD,39,41,Lucía Ramírez,Málaga,Arquitecto,612735808,lucía.ramírez@gmail.com,58175,1988-01-26,35583,4.21,Soltero,Posgrado
0SYV4,36,37,María Hernández,Granada,Profesor,612919000,maría.hernández@yahoo.es,44038,1976-03-20,97980,2.71,Soltero,Posgrado
IPI0A,51,52,Antonia Martínez,Valencia,Ingeniero,627731448,antonia.martínez@hotmail.com,36224,1996-07-01,77320,7.28,Viudo,Posgrado
HOLGY,67,69,Daniel Ruiz,Madrid,Periodista,655296843,daniel.ruiz@yahoo.es,43880,1970-03-17,13354,7.84,Divorciado,Posgrado
GNLMF,53,53,Rafael Alonso,Cartagena,Dentista,641110010,rafael.alonso@yahoo.es,37594,2002-12-17,28291,8.64,Casado,Primaria
9U8VJ,35,36,Ramón Díaz,Sabadell,Enfermero,635401692,ramón.díaz@empresa.com,40941,1966-04-01,37462,4.38,Soltero,Posgrado
ILHQ8,74,74,Manuel Martín,Gijón,Profesor,611534911,manuel.martín@gmail.com,37261,1975-05-25,66244,4.81,Viudo,Universidad
GR962,34,35,Laura Sánchez,Valencia,Periodista,690406083,laura.sánchez@gmail.com,46500,1963-10-04,47796,9.44,Viudo,Universidad
9RU8U,77,77,Miguel Domínguez,Vigo,Programador,634915762,miguel.domínguez@hotmail.com,37569,1954-07-13,37781,9.07,Casado,Secundaria
MMEY2,38,37,Luis Álvarez,Córdoba,Diseñador,631132814,luis.álvarez@gmail.com,49197,1951-05-13,57888,3.81,Soltero,Universidad
MC6IO,73,75,Ana Blanco,Gijón,Enfermero,659379676,ana.blanco@empresa.com,39006,1992-07-22,40112,6.86,Viudo,Secundaria
N5R9H,69,68,Daniel Ruiz,Sabadell,Contador,630633372,daniel.ruiz@hotmail.com,48003,1958-08-27,52418,7.89,Viudo,Universidad
AUS8Q,29,30,Esperanza Ortega,Madrid,Enfermero,619308729,esperanza.ortega@gmail.com,48602,2000-12-23,37989,9.77,Soltero,Universidad
0K476,31,32,Jorge Ramírez,Barcelona,Dentista,671007798,jorge.ramírez@empresa.com,36772,1980-05-11,77828,5.32,Soltero,Secundaria
5UEEE,53,53,Teresa Díaz,Córdoba,Artista,625379412,teresa.díaz@yahoo.es,50276,1984-02-23,76223,6.53,Divorciado,Universidad
ZKL4G,79,81,Manuel Martínez,Córdoba,Chef,697306719,manuel.martínez@gmail.com,51993,1995-09-23,20110,4.09,Viudo,Posgrado
